1.7504492843206588e-02 2.5418192111462340e-01
2.9119883720503009e-01 5.3234031996791076e-01
-7.5697937814787633e-02 4.1818507238235969e-01
1.1572919957233695e-01 2.5818413907075655e-01
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
-2.0807955639604550e-01 4.3088019744996031e-01
-1.9528963563971152e-01 7.1702598560742636e-01
4.6128204275200185e-01 1.0374062043119963e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
-5.5398438007801842e-01 9.3638562047286467e-01
-8.0725771671295854e-01 6.6159132872205606e-01
2.9125611874321761e-01 8.8621114543613921e-01
-8.5466284886554195e-02 1.8457306727775194e-01
-1.5408393245921859e-01 7.4630913733799442e-01
-2.2044359241105915e-01 1.6656394157120953e+00
3.1337153375649318e-01 1.9002497145185644e+00
2.1094751819076837e-01 6.8271470934248646e-01
3.6954766697403685e-01 1.1273041410757763e+00
1.3569422392379496e-01 1.6959684492360865e+00
0.0000000000000000e+00 0.0000000000000000e+00
6.4518637224058165e-02 9.7002039330967960e-02
6.0835721486933803e-01 2.2456042358230746e+00
2.0112874271411935e-01 2.7829710349571122e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
4.3006222145127909e-01 3.4667908176749842e+00
9.4861502457715616e-02 4.9856377992309042e-01
1.9381412613444693e-01 5.0689518473937312e-01
3.1766380730367688e-01 2.7552125598423555e-01
0.0000000000000000e+00 0.0000000000000000e+00
3.0679363153323308e-01 1.2099588399856223e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
-1.3181537196208376e-02 1.0466614449687255e+00
2.2752036233519296e-01 7.0818182364367155e-01
0.0000000000000000e+00 0.0000000000000000e+00
7.9931984018793201e-02 6.4954503565322730e-01
1.9429512983662019e-02 3.8471912789600293e-01
-5.5696174812445487e-01 2.8250921033094289e-01
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
1.3941522108550919e-01 1.5593871469821370e+00
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
1.3573757057284977e-01 7.3524576181727874e-01
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
-7.8332879477637030e-01 2.2533609631028131e-01
4.2377677650741319e-01 5.7750289300898561e-01
3.3234785025428010e-01 1.8553623506887412e-01
3.4817337278012464e-02 6.4974741264534908e-01
4.3047884781063422e-01 7.6238564640574902e-01
0.0000000000000000e+00 0.0000000000000000e+00
0.0000000000000000e+00 0.0000000000000000e+00
4.1551329821728394e-01 6.0479850221130704e-01
1.0867318501501921e+00 1.3591681812237253e+00
